Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"844", 0.416, 1,    228.291,  -28.2,   0.95051, 2,    207.104, -150.5,   0.86229, 3,    238.101,   88.2,   0.99135
"845", 0.416, 1,    228.291,  -28.2,   0.95051, 2,    207.508, -150.5,   0.86397, 3,    238.101,   88.2,   0.99135
"846", 0.416, 1,    228.291,  -28.2,   0.95051, 2,    207.508, -150.5,   0.86397, 3,    238.101,   88.2,   0.99135
"847", 0.416, 1,    228.486,  -28.6,   0.95132, 2,    211.755, -150.6,   0.88166, 3,    237.384,   88.5,   0.98837
"848", 0.416, 1,      227.7,  -28.7,   0.94805, 2,    214.156, -150.6,   0.89165, 3,    237.122,   88.6,   0.98728
"849", 0.416, 1,    227.922,  -28.2,   0.94897, 2,    208.345, -150.6,   0.86746, 3,    238.013,   88.3,   0.99099
"850", 0.416, 1,    228.291,  -28.2,   0.95051, 2,    207.045, -150.5,   0.86205, 3,    238.101,   88.2,   0.99135
"851", 0.416, 1,    228.291,  -28.2,   0.95051, 2,    207.508, -150.5,   0.86397, 3,    238.101,   88.2,   0.99135
"852", 0.416, 1,    228.291,  -28.2,   0.95051, 2,    207.508, -150.5,   0.86397, 3,    238.101,   88.2,   0.99135
"853", 0.416, 1,    228.482,  -28.6,    0.9513, 2,    211.755, -150.6,   0.88166, 3,    237.384,   88.5,   0.98837
"854", 0.416, 1,    227.677,  -28.7,   0.94795, 2,    214.156, -150.6,   0.89165, 3,    237.122,   88.6,   0.98728
"855", 0.416, 1,    227.789,  -28.2,   0.94842, 2,    208.345, -150.6,   0.86746, 3,    238.014,   88.3,   0.99099
"856", 0.416, 1,    228.291,  -28.2,   0.95051, 2,    206.878, -150.5,   0.86136, 3,    238.101,   88.2,   0.99135
"857", 0.416, 1,    228.291,  -28.2,   0.95051, 2,    207.508, -150.5,   0.86397, 3,    238.101,   88.2,   0.99135
"858", 0.416, 1,    228.291,  -28.2,   0.95051, 2,    207.508, -150.5,   0.86397, 3,    238.101,   88.2,   0.99135
"859", 0.416, 1,    228.479,  -28.6,   0.95129, 2,    211.755, -150.6,   0.88166, 3,    237.384,   88.5,   0.98837
"860", 0.416, 1,    227.545,  -28.7,    0.9474, 2,    214.156, -150.6,   0.89166, 3,    237.124,   88.6,   0.98728
"861", 0.416, 1,    227.539,  -28.7,   0.94738, 2,    214.156, -150.6,   0.89166, 3,    237.124,   88.6,   0.98728
"862", 0.416, 1,    227.702,  -28.2,   0.94806, 2,    208.346, -150.6,   0.86746, 3,    238.015,   88.3,   0.99099
"863", 0.416, 1,    228.291,  -28.2,   0.95051, 2,    206.683, -150.5,   0.86054, 3,    238.101,   88.2,   0.99135
"864", 0.416, 1,    228.291,  -28.2,   0.95051, 2,    207.508, -150.5,   0.86397, 3,    238.101,   88.2,   0.99135
"865", 0.416, 1,    228.291,  -28.2,   0.95051, 2,    207.508, -150.5,   0.86397, 3,    238.101,   88.2,   0.99135
"866", 0.416, 1,    228.476,  -28.6,   0.95128, 2,    211.755, -150.6,   0.88166, 3,    237.384,   88.5,   0.98837
"867", 0.416, 1,    227.626,  -28.2,   0.94774, 2,    208.346, -150.6,   0.86747, 3,    238.016,   88.3,     0.991
"868", 0.416, 1,    228.291,  -28.2,   0.95051, 2,    206.658, -150.5,   0.86044, 3,    238.101,   88.2,   0.99135
"869", 0.416, 1,    228.291,  -28.2,   0.95051, 2,    207.508, -150.5,   0.86397, 3,    238.101,   88.2,   0.99135
"870", 0.416, 1,    228.291,  -28.2,   0.95051, 2,    207.508, -150.5,   0.86397, 3,    238.101,   88.2,   0.99135
"871", 0.416, 1,    228.473,  -28.6,   0.95127, 2,    211.755, -150.6,   0.88166, 3,    237.385,   88.5,   0.98837
"872", 0.416, 1,    227.547,  -28.2,   0.94741, 2,    208.346, -150.6,   0.86747, 3,    238.016,   88.3,     0.991
"873", 0.416, 1,    228.291,  -28.2,   0.95051, 2,    206.632, -150.5,   0.86033, 3,    238.101,   88.2,   0.99135
"874", 0.416, 1,    228.291,  -28.2,   0.95051, 2,    206.644, -150.5,   0.86038, 3,    238.101,   88.2,   0.99135
"875", 0.416, 1,    228.291,  -28.2,   0.95051, 2,    207.508, -150.5,   0.86397, 3,    238.101,   88.2,   0.99135
"876", 0.416, 1,    228.291,  -28.2,   0.95051, 2,    207.508, -150.5,   0.86397, 3,    238.101,   88.2,   0.99135
"877", 0.416, 1,    228.471,  -28.6,   0.95126, 2,    211.755, -150.6,   0.88166, 3,    237.385,   88.5,   0.98837
"878", 0.416, 1,    227.411,  -28.2,   0.94684, 2,    208.347, -150.6,   0.86747, 3,    238.018,   88.3,   0.99101
"879", 0.416, 1,    228.291,  -28.2,   0.95051, 2,    206.608, -150.5,   0.86023, 3,    238.101,   88.2,   0.99135
"880", 0.416, 1,    228.291,  -28.2,   0.95051, 2,    206.611, -150.5,   0.86024, 3,    238.101,   88.2,   0.99135
"881", 0.416, 1,    228.291,  -28.2,   0.95051, 2,    207.508, -150.5,   0.86397, 3,    238.101,   88.2,   0.99135
"882", 0.416, 1,    228.291,  -28.2,   0.95051, 2,    207.508, -150.5,   0.86397, 3,    238.101,   88.2,   0.99135
"883", 0.416, 1,    228.468,  -28.6,   0.95125, 2,    211.755, -150.6,   0.88166, 3,    237.385,   88.5,   0.98837
"884", 0.416, 1,    227.378,  -28.2,   0.94671, 2,    208.347, -150.6,   0.86747, 3,    238.018,   88.3,   0.99101
"885", 0.416, 1,    228.291,  -28.2,   0.95051, 2,    206.572, -150.5,   0.86008, 3,    238.101,   88.2,   0.99135
"886", 0.416, 1,    228.291,  -28.2,   0.95051, 2,    206.533, -150.5,   0.85992, 3,    238.101,   88.2,   0.99135
"887", 0.416, 1,    228.466,  -28.6,   0.95124, 2,    211.755, -150.6,   0.88166, 3,    237.385,   88.5,   0.98837
"888", 0.416, 1,    227.368,  -28.2,   0.94667, 2,    208.347, -150.6,   0.86747, 3,    238.018,   88.3,   0.99101
"889", 0.416, 1,    227.278,  -28.2,   0.94629, 2,    208.346, -150.6,   0.86747, 3,    238.015,   88.3,     0.991
"890", 0.416, 1,    228.291,  -28.2,   0.95051, 2,    206.527, -150.5,   0.85989, 3,    238.101,   88.2,   0.99135
"891", 0.416, 1,    228.421,  -28.6,   0.95105, 2,    211.755, -150.6,   0.88166, 3,    237.385,   88.5,   0.98837
"892", 0.416, 1,    227.353,  -28.2,    0.9466, 2,    208.347, -150.6,   0.86747, 3,    238.018,   88.3,   0.99101
"893", 0.416, 1,    227.194,  -28.2,   0.94594, 2,    208.345, -150.6,   0.86746, 3,    238.012,   88.3,   0.99098
"894", 0.416, 1,    228.291,  -28.2,   0.95051, 2,     206.35, -150.4,   0.85916, 3,    238.101,   88.2,   0.99135
"895", 0.416, 1,     228.32,  -28.6,   0.95063, 2,    211.755, -150.6,   0.88166, 3,    237.386,   88.5,   0.98838
"896", 0.416, 1,     228.36,  -28.6,   0.95079, 2,    211.755, -150.6,   0.88166, 3,    237.386,   88.5,   0.98838
"897", 0.416, 1,    227.349,  -28.2,   0.94659, 2,    208.347, -150.6,   0.86747, 3,    238.018,   88.3,   0.99101
"898", 0.416, 1,    227.052,  -28.2,   0.94535, 2,    208.343, -150.6,   0.86745, 3,    238.008,   88.3,   0.99097
"899", 0.416, 1,    228.291,  -28.2,   0.95051, 2,    206.029, -150.4,   0.85782, 3,    238.101,   88.2,   0.99135
"900", 0.416, 1,    228.253,  -28.6,   0.95035, 2,    211.755, -150.6,   0.88166, 3,    237.387,   88.5,   0.98838
"901", 0.416, 1,    227.347,  -28.2,   0.94658, 2,    208.347, -150.6,   0.86747, 3,    238.018,   88.3,   0.99101
"902", 0.416, 1,    227.345,  -28.2,   0.94657, 2,    208.347, -150.6,   0.86747, 3,    238.018,   88.3,   0.99101
"903", 0.416, 1,    227.342,  -28.2,   0.94656, 2,    208.347, -150.6,   0.86747, 3,    238.019,   88.3,   0.99101
"904", 0.416, 1,    227.337,  -28.2,   0.94654, 2,    208.347, -150.6,   0.86747, 3,    238.019,   88.3,   0.99101
"905", 0.416, 1,    227.328,  -28.2,    0.9465, 2,    208.347, -150.6,   0.86747, 3,    238.019,   88.3,   0.99101
"906", 0.416, 1,    227.254,  -28.2,   0.94619, 2,    208.347, -150.6,   0.86747, 3,    238.019,   88.3,   0.99101
